INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','WRY1505');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','FBG1774');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','EVV1082');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','RSN1676');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','THZ1849');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','DCG1427');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','AZZ1851');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','VMZ1778');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','LMM1049');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','BSB1307');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','KJF1552');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','LTX1257');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','SNY1568');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','SYG1018');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','XVE1784');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','ZVL1225');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','RWX1181');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','AID1349');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','OTC1078');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','TXP1092');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','FVO1193');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','DLN1178');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','UKU1307');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','BKG1313');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','GDA1313');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','UJQ1632');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','ZJA1594');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','YTX1804');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','WCO1214');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','HWT1320');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','AIK1921');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','LIU1300');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','MXV1683');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','IYB1007');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','GKA1165');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','OAB1765');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','AJL1262');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','JWQ1780');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','HNP1180');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','WIJ1557');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','WBD1322');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','KCG1537');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','NGV1144');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','AWD1036');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','KGT1828');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','YSX1032');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','MBJ1216');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','OYI1687');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','CBX1715');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','YFT1780');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','DJW1843');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','VZZ1262');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','EPR1058');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','HOT1042');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','IAR1409');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','BTI1632');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','EDK1701');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','HOJ1788');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','AZF1146');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','DHW1973');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','LXB1005');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','TGZ1327');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','ULP1771');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','GED1998');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','CPH1823');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','MSC1961');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','RQG1322');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','OKS1965');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','ZRZ1329');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','FZK1812');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','YCI1409');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','YTQ1318');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','DFA1225');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','NQF1900');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','MYM1069');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','OJA1283');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','MYL1562');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','QYP1624');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','QJV1749');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','IFF1593');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','QOY1075');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','YWI1274');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','IXQ1281');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','XDX1913');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','RBX1409');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','VKL1876');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','IQN1538');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','MVJ1856');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','AVQ1999');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','OSV1126');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','RYH1791');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','VNA1798');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','EPY1233');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','HLU1043');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','MLG1002');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','NRC1302');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','QLS1085');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','HSB1787');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','FIH1634');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','VPZ1820');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','VVO1923');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','HIC1449');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','CUY1584');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','CUZ1315');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','LUY1662');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','IOG1349');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','XWB1120');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','PLY1512');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','GCZ1455');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','OUG1652');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','BBX1298');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','DUS1944');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','KMX1963');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','SMM1512');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','QAF1707');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','IZO1591');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','OAH1261');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','QBS1146');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','SJR1622');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','AVB1343');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','QST1401');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','YDC1362');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','USF1813');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','QIW1737');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','EVS1931');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','OGR1952');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','DGL1988');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','QXN1682');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','ENQ1801');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','HMY1058');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','BMR1087');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','ARJ1400');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','BQG1070');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','HHR1688');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','VKQ1106');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','ZWJ1485');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','WPT1143');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','KEL1558');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','KVL1639');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','LTS1142');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','QZH1103');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','SGE1013');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','KAQ1860');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','HFF1478');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','KXI1993');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','WYA1126');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','INN1552');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','TKA1306');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','YEC1199');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','XDP1127');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','QPT1994');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','IAR1632');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','LBZ1761');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','SBF1639');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','DNN1900');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','UTO1823');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','IPM1489');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','JSA1083');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','SAM1159');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','VHP1617');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','INL1905');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','FBG1810');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','AOR1660');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','CKV1277');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','HVF1609');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','LST1037');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','XMX1946');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','KOA1982');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','JKR1044');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','PCF1822');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','HPX1612');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','VGV1397');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','MJA1284');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','DIG1985');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','HBB1940');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','NGV1099');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','TTA1097');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','STE1316');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','RWE1753');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','XIX1770');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','BDJ1385');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','LID1736');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','IUE1860');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','NRO1438');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','WUK1636');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','UYN1889');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','YDQ1298');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','SJS1253');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','UVL1092');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','AZT1599');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','BFY1876');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','PFW1988');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','VLQ1404');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','YAI1184');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','UST1108');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','AGQ1744');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','FBK1076');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','RMG1807');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','JCM1163');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','TDL1130');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','XFA1174');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','XNS1224');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','RSC1619');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','NVR1868');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','TKG1809');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','DZU1994');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','QHQ1084');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','NGM1545');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','ORM1647');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','JOL1750');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','RBD1410');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','SZM1324');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','GPP1654');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Airbus','EQY1670');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','MYT1985');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','QTA1989');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','NBR1989');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Boeing','RWN1062');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Cesnna','JLU1244');
INSERT INTO airport.Airplanes (marca, licence) VALUES ('Lockheed-Martin','WVJ1211');
